1.600000000000000000e+01,5.904120598091368493e+02,2.037310692776490839e+02
1.600000000000000000e+01,6.300141704788253492e+02,5.982577567039789983e+02
1.800000000000000000e+01,6.621441847957423761e+02,4.346188465782853427e+02
1.900000000000000000e+01,7.122072303593107563e+02,4.891651499535165613e+02
1.700000000000000000e+01,2.721007551810752148e+02,5.833135639984361660e+02
1.600000000000000000e+01,3.027363502274379243e+02,5.257784220820964265e+02
2.100000000000000000e+01,1.854244374889269409e+02,4.323772176724538667e+02
2.300000000000000000e+01,2.190488710763982567e+02,5.310088895290364235e+02
2.000000000000000000e+01,5.089662095639286008e+02,2.112031656304204432e+02
2.500000000000000000e+01,5.754678671035941306e+02,2.268945679712403773e+02
2.800000000000000000e+01,5.283936600811342714e+02,2.978794833225687171e+02
2.600000000000000000e+01,3.311303163679692716e+02,5.519307593167962978e+02
2.400000000000000000e+01,3.400968319912949482e+02,1.245268479382721978e+02
2.400000000000000000e+01,6.651330233368508971e+02,3.329983361805942081e+02
2.600000000000000000e+01,7.107128110887564389e+02,4.906595692240708217e+02
