1.500000000000000000e+01,3.572826536026691997e+02,3.202957723808829087e+02
1.500000000000000000e+01,3.057163559814262612e+02,4.350193304088593891e+02
1.700000000000000000e+01,2.363996957862545401e+02,2.950400554516194234e+02
1.700000000000000000e+01,3.232137653510812925e+02,2.378369863585165263e+02
1.600000000000000000e+01,3.508058339724603343e+02,1.665013943129999916e+02
1.800000000000000000e+01,4.127197440497010916e+02,2.290882816736890391e+02
1.800000000000000000e+01,4.436766990883214703e+02,2.351450772247234795e+02
2.000000000000000000e+01,5.251069503855620724e+02,2.634101231295507546e+02
2.000000000000000000e+01,4.840553360952176263e+02,3.266699877736880921e+02
1.800000000000000000e+01,2.592809234234957216e+02,4.175219210392044147e+02
2.600000000000000000e+01,4.692498358593556986e+02,3.374376243088603928e+02
2.600000000000000000e+01,2.882189466117712868e+02,2.936941008847229000e+02
2.700000000000000000e+01,2.471673323214268407e+02,3.845460341502392225e+02
2.400000000000000000e+01,2.505322187386682344e+02,2.553343957281715575e+02
2.300000000000000000e+01,2.734134463759093592e+02,2.068800313198961476e+02
2.300000000000000000e+01,2.263050365345305295e+02,4.155029891888596580e+02
