2.500000000000000000e+01,4.754530754058815774e+02,2.557734397773623982e+02
3.000000000000000000e+01,5.627017261974466464e+02,2.962817419305890212e+02
2.800000000000000000e+01,6.148951155102578241e+02,5.642597407903958810e+02
2.700000000000000000e+01,1.622927395290142556e+02,3.780773520476811882e+02
2.700000000000000000e+01,1.521656639907075999e+02,2.425303409964998878e+02
3.000000000000000000e+01,1.996850184396849670e+02,2.066960737071070753e+02
2.900000000000000000e+01,2.674585239652756741e+02,2.339612770794710741e+02
2.600000000000000000e+01,4.435138371696837112e+02,1.381435623708773619e+02
2.600000000000000000e+01,1.264584722396214715e+02,5.346575199861148349e+02
2.100000000000000000e+01,9.529823981406252642e+01,4.575359447328564784e+02
2.100000000000000000e+01,1.397015710204840104e+02,3.765193404264032324e+02
2.500000000000000000e+01,5.190774008016641119e+02,1.342485333176825861e+02
2.400000000000000000e+01,5.899669295698107589e+02,1.685247889857973860e+02
2.400000000000000000e+01,6.779945861720146922e+02,1.965689981688004195e+02
2.500000000000000000e+01,7.745913066912473823e+02,3.850884043434320461e+02
2.900000000000000000e+01,6.538454060422064913e+02,6.600774554989898206e+02
2.900000000000000000e+01,6.211271619953696472e+02,7.083758157586059951e+02
2.700000000000000000e+01,1.147733850800368600e+02,5.292044793116419896e+02
2.900000000000000000e+01,4.502907242754650383e+02,5.855435378614615161e+01
2.700000000000000000e+01,6.234346036218706786e+02,3.106872291847441829e+02
2.500000000000000000e+01,2.329130071398315636e+02,2.980489898163933731e+02
