2.000000000000000000e+01,4.575987513968995017e+02,1.674790484412102103e+02
2.300000000000000000e+01,5.724115626932191390e+02,6.228383339215287151e+02
2.300000000000000000e+01,6.346829179725789345e+02,2.809945398358764805e+02
2.900000000000000000e+01,4.550041115935928246e+02,1.934254464742768107e+02
3.000000000000000000e+01,3.285154211823932542e+02,1.772089477036102210e+02
3.400000000000000000e+01,2.558655066898068355e+02,5.372152204124090531e+02
3.400000000000000000e+01,5.996552806279390779e+02,1.376406907031836511e+02
3.300000000000000000e+01,5.814928020047924520e+02,4.228767793166397837e+01
2.700000000000000000e+01,1.890535317546603551e+02,5.962432759376354170e+02
3.100000000000000000e+01,4.588960712985528403e+02,6.844610292500618698e+02
2.800000000000000000e+01,4.887344290365793995e+02,1.155862523750770521e+02
3.500000000000000000e+01,1.871075519021804041e+02,2.174258646548633465e+02
3.400000000000000000e+01,5.711142427915657436e+02,6.967855683157683870e+02
3.500000000000000000e+01,6.716565351696988273e+02,3.653203334433428040e+02
3.300000000000000000e+01,6.703592152680454319e+02,2.699673206718231313e+02
