2.900000000000000000e+01,4.783306145175658912e+02,2.941434351461830374e+02
2.900000000000000000e+01,2.489372564874838645e+02,3.337455458158714805e+02
2.700000000000000000e+01,5.440850624219542624e+02,2.493108570295546542e+02
2.700000000000000000e+01,6.061034621499568402e+02,3.016155314989544536e+02
2.700000000000000000e+01,5.321297082575199511e+02,3.524257866977999356e+02
2.100000000000000000e+01,4.716833916140823248e+02,2.568895628267205211e+02
2.300000000000000000e+01,4.893247003945242568e+02,2.193059049901268338e+02
1.200000000000000000e+01,5.189658749843919168e+02,1.113278156567797907e+02
1.200000000000000000e+01,4.114739965747036194e+02,2.107375979454388073e+02
2.000000000000000000e+01,2.272022050152380359e+02,3.634892146328904801e+02
2.000000000000000000e+01,5.537188883048174830e+02,3.376265070455971227e+02
2.200000000000000000e+01,4.325813436084941372e+02,1.444984964875253013e+02
3.000000000000000000e+01,6.040680307844044137e+02,5.490678995732514522e+02
3.000000000000000000e+01,4.788585231363214234e+02,6.383646027021167129e+02
2.300000000000000000e+01,4.545931146773905880e+02,3.355323051346604188e+02
