9.000000000000000000e+00,5.556906739016958454e+02,3.808038723849176108e+02
9.000000000000000000e+00,4.435138371696836543e+02,5.599752088318814458e+02
1.200000000000000000e+01,5.050552962101626235e+02,5.615332204531594016e+02
1.300000000000000000e+01,6.024310225400342915e+02,3.971629944083361465e+02
1.200000000000000000e+01,6.561824234741234250e+02,5.981464935531912488e+02
1.500000000000000000e+01,5.977569876762004242e+02,5.630912320744373574e+02
1.100000000000000000e+01,5.627017261974466464e+02,6.472238596234465149e+02
8.000000000000000000e+00,4.466298604122395659e+02,6.332017550319451402e+02
5.000000000000000000e+00,5.167403833697471782e+02,3.480856283380807668e+02
1.600000000000000000e+01,6.382652898294270472e+02,3.691187852253330561e+02
1.700000000000000000e+01,2.207181753269372564e+02,3.434115934742468994e+02
1.700000000000000000e+01,7.130498476507684700e+02,6.168426330085264908e+02
1.300000000000000000e+01,4.941492148612169331e+02,6.822791211022001789e+02
