1.600000000000000000e+01,4.029354035729333532e+02,1.187636770012418594e+02
1.800000000000000000e+01,5.626315947539228546e+02,2.784598681822313893e+02
1.500000000000000000e+01,5.338083797602807863e+02,2.231504556268642716e+02
1.500000000000000000e+01,4.520127696431886761e+02,2.574267112949790999e+02
1.200000000000000000e+01,4.021563977622943753e+02,2.161394033311135274e+02
1.400000000000000000e+01,3.468469852069272292e+02,2.332775311651709274e+02
1.300000000000000000e+01,1.996148869961612604e+02,2.278244904906981390e+02
1.100000000000000000e+01,1.653386313280464321e+02,1.927692290119443612e+02
1.100000000000000000e+01,2.510292704983335170e+02,1.631670082076633719e+02
9.000000000000000000e+00,3.756702002005692407e+02,1.039625665991013932e+02
1.300000000000000000e+01,6.420901874390981448e+02,3.018300425014006123e+02
1.600000000000000000e+01,5.945708329901208344e+02,3.657085189737963447e+02
9.000000000000000000e+00,2.424602065813048171e+02,2.535316822417842388e+02
7.000000000000000000e+00,1.333993930918485091e+02,1.849791709055545823e+02
4.000000000000000000e+00,4.426646999155209983e+02,8.682443876504393643e+01
7.000000000000000000e+00,6.008028794752326576e+02,2.597637287268960335e+02
4.000000000000000000e+00,6.919465593199925024e+02,2.621007461588129672e+02
1.300000000000000000e+01,7.044106522902161487e+02,2.418465950821996273e+02
1.600000000000000000e+01,4.886260427432204665e+02,1.686200488821361603e+02
2.300000000000000000e+01,1.816977533514648826e+02,2.340565369758099052e+02
