3.400000000000000000e+01,4.886961741867442015e+02,3.995000118402529665e+02
3.400000000000000000e+01,5.611437145761686907e+02,3.885939304913072760e+02
3.600000000000000000e+01,5.214144182335810456e+02,2.444778555230972188e+02
3.500000000000000000e+01,3.718453025908980862e+02,2.522679136294869977e+02
3.400000000000000000e+01,4.450718487909616101e+02,5.085608253297091892e+02
3.600000000000000000e+01,1.849387659884352502e+02,2.268292603049850982e+02
4.000000000000000000e+01,2.292966608755642710e+02,2.490082077485496370e+02
3.600000000000000000e+01,4.303857843638825216e+02,1.965180321321136034e+02
3.600000000000000000e+01,5.848991182207153088e+02,2.844945236582528310e+02
3.500000000000000000e+01,6.373892938371512855e+02,3.258952255529065951e+02
3.800000000000000000e+01,1.354057833644745017e+02,3.591636467182533465e+02
3.700000000000000000e+01,6.699184167543792228e+02,1.004092598766673632e+02
3.300000000000000000e+01,5.434984163260614878e+02,9.301627739547922147e+01
3.300000000000000000e+01,5.457163110704178735e+02,1.817320671697372632e+02
3.500000000000000000e+01,3.860278894767535007e+02,5.824317176501360791e+02
3.500000000000000000e+01,3.490629770708126216e+02,1.625103127186480378e+02
3.300000000000000000e+01,6.677005220100228371e+02,5.343773315224129874e+02
